bucket,task_id,decomp_review_visits,outline_len,transition_len,unique_formulas,is_clone,submitted_at,recommended_action,outline_tail,transition_description
A1_no_outline,7215fd35-f477-44af-b6f1-b38348ebe264,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,337252e6-80dc-4b36-b284-7b83b4e5617f,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,f7e83778-a8c1-4c8a-a43a-f2c40548cdf6,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,62d0dff1-ef18-40ae-879c-f7dd0fc7a67e,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,552a9578-aaf8-453b-8f58-e85a1ed40315,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,1998a617-9037-46d2-912b-adfdb4441444,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,443385cc-42c6-486b-ac8e-fd8724d99160,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,f776f992-cd34-452b-adfe-e65148c3c247,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,e8ad8af9-0dc2-4a47-915d-69799551aad9,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,7b4c773f-02c0-42cf-a37b-04b6773b86c0,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,4073b29f-25e1-4432-8bf5-0b7c4be497db,1,,,,true,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,21d534e3-8c09-46e5-8a5d-b5c55c8522a2,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,87a8cf29-f488-4921-98df-9fbb785aa0b0,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,4f56a4bf-a1c1-4a5a-a04b-0002394e52c8,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,0e3f0394-b3e2-4e6c-836e-704eff6c48e2,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A1_no_outline,8c19520c-b2d2-449b-a1f8-b426e81df053,1,,,,false,,Send back to generating_outline. Nothing to review.,,
A2_no_outline_looping,4c77fbdb-8d12-4a84-b0db-a219bf7fe2a5,3,,,,false,,"Escalate to engineering: regenerated 3 times, still no outline. Another bounce will not fix it.",,
A2_no_outline_looping,41fbe12c-7c20-463d-96e8-4ae8700d1c0d,3,,,,true,,"Escalate to engineering: regenerated 3 times, still no outline. Another bounce will not fix it.",,
B_thin_outline,c4ed90cb-4e82-408b-82fa-f52a782f72d3,1,46,44,2828,false,2026-09-01T15:14:33.932,"Read before approving: outline is 46 chars, below the 1st percentile of approved decomps.","- Input (earlier) = N-4
- Output (later) = N-3","Cleared Cedarbrook Cash Flow, Balance Sheet."
B_thin_outline,5a1f3794-1251-431a-b97d-4cf2107ffed8,1,194,130,180,false,2026-08-31T19:13:35.208,"Read before approving: outline is 194 chars, below the 1st percentile of approved decomps.","M E-NCI"" line that pulls the TTM SCA E-NCI from the new OUTPUT tab, and add an ""","Delete tabs: OUTPUT - Valuation Views
Clear content: Pro Forma!A41:Q60, Inputs & Assumptions!F32:K72, Inputs & Assumptions!D90:J99"
B_thin_outline,fa5950c9-4c71-4406-83bf-8fd81fc6ff67,1,517,154,1106,true,2026-08-31T20:15:16.77,"Read before approving: outline is 517 chars, below the 1st percentile of approved decomps.",ntum: Full population - top display block referencing source data block below (r,"Delete tabs: OUTPUT - Assumptions, OUTPUT - Phase I, OUTPUT - Cedarbrook Holdings Le, OUTPUT - Assumptions (Board), OUTPUT - Quaterly Momentum, OPS BUDGET"
B_thin_outline,5961c436-e583-4000-ad25-cc8e11a634ae,1,892,195,1330,true,2026-08-31T16:23:55.802,"Read before approving: outline is 892 chars, below the 1st percentile of approved decomps.",ndard Overhead / Non-Standard Overhead (hardcoded 0) / Total Overhead sub-block;,"Delete tabs: Deal System Deal Import, Deal System Physician Import, Essbase Export, Ops Budget, Development Earnings, Key Metrics Box, 9. Balance Sheet, 10. Go-Get
Clear content: Val Assum!J8:J11"
B_thin_outline,40827f51-9058-4a34-aa53-cffedf1af118,1,2052,15,661,false,2026-09-01T14:37:45.621,"Read before approving: outline is 2052 chars, below the 1st percentile of approved decomps.", the balance sheet: cash rolls with the change from the cash flow statement; acc,Cleared FinSum.
C_truncated_outline,79036bd8-09a6-44ef-a84d-8985ace5476e,1,5975,52,1061,false,2026-08-31T21:12:31.034,Read before approving: outline stops mid-sentence at 5975 chars., cumulative interest saved; the offset rolls forward as prior end + deposit; tot,Cleared contents across Calculations and Inputs tabs
C_truncated_outline,95606585-8665-475b-ac9c-eb5fae04a8f6,1,7398,123,800,false,2026-09-01T15:12:42.789,Read before approving: outline stops mid-sentence at 7398 chars.,driver rows (127–129): historical columns compute current / SCA / other mgmt fee,"Clear content: Incremental Volume - Monthly!B31:P70, Pro Forma!I3:AB31, Pro Forma!I81:AB133, Inputs & Assumptions!B102:J138"
C_truncated_outline,9f656c96-9ce4-44ad-b96a-18b953565b82,1,17233,199,2088,false,2026-09-01T15:07:14.046,Read before approving: outline stops mid-sentence at 17233 chars.," Deal Costs, External Deal Costs, Capital, De Novo Total Project Cost, IY E-NCI,","Cleared 1a. Deal Model Execution Smry, 2. Financial & Valuation Sum, 3. YR1, Cap Table, & MD ROI, 4. Returns & Metrics, PF, Assumptions, Physician Ouputs, Pipeline Extract, Development Earnings, I&A."
D_thin_transition,f925d988-87c3-4cb0-a396-b583b2949382,1,5989,12,12113,false,2026-09-01T15:36:59.721,Read before approving: transition note is only 12 chars.," ""Applied Location Appropriate Reimbursement"" = Integrated − Base for each year.",Cleared LAR.
D_thin_transition,018939a8-5f2a-46e7-9f5b-309a20147f37,1,6523,17,198,true,2026-09-01T14:31:39.535,Read before approving: transition note is only 17 chars.,WACC output in the top-left corner and populated via Excel data-table mechanics.,"Cleared DCF, WACC"
D_thin_transition,69633abd-f051-404b-81ac-eff6a9593427,3,8361,16,3137,false,2026-08-31T14:28:23.603,Read before approving: transition note is only 16 chars.,d the row 142 checks in the AZ and BA columns as 36/156 and 38/160 respectively.,Cleared Drivers.
E_normal,c6c2c383-40f8-4b75-801f-980b1b4be5c1,1,3011,55,147,true,2026-08-31T15:23:18.409,Approve-shaped on every measured signal.,viding Cost Value by Sold Value for each period column and for the Total column.,"Report Entries is removed and there were no dependents
"
E_normal,fcb936ce-8d6e-461d-a814-c683db0a3aef,1,3459,68,781,false,2026-09-01T18:19:08.139,Approve-shaped on every measured signal.," EBT) if it exceeds the median, otherwise the median (defaulting to 0 on error).","Delete tabs: Historicals FS
Clear content: Master Input Center!C6:C7"
E_normal,c6881e77-6ce5-48a3-8cde-8879e2cc4f54,1,3525,44,879,false,2026-08-31T17:39:19.113,Approve-shaped on every measured signal.,", and Days Payable of COGS) flat across the four quarters of each forecast year.","Delete tabs: Quarterly, Fee table, Cap Table"
E_normal,4481ca73-a949-499a-8fe7-a4c37b155beb,1,3922,39,257,false,2026-08-31T21:56:20.493,Approve-shaped on every measured signal.,d Maintenance / Case = row 37 / Volume; Other Expenses / Case = row 62 / Volume.,"Clear Content: IS, Inputs & Assumptions"
E_normal,8776c673-873b-40ca-964f-ab6002356f85,1,4082,31,211,false,2026-08-31T17:43:42.407,Approve-shaped on every measured signal.,table interior with the hardcoded multiples shown for each P/E / exit-year cell.,Clear content: Model!B546:BL638
E_normal,e1e788eb-4aee-46ae-a4c8-8c271696c327,1,4131,118,2023,false,2026-08-31T21:30:56.742,Approve-shaped on every measured signal.,ow beneath all three blocks summing each Year column across the 60 monthly rows.,"Delete tabs: Existing Facility Debt Schedule, Capital Lease Amortization
Clear content: Inputs & Assumptions!B162:F175"
E_normal,fc7eba84-31fd-4c8b-a365-8693c04e3e87,1,4430,118,3132,false,2026-08-31T15:24:24.603,Approve-shaped on every measured signal.,"nual bucket allocation (interest, principal, depreciation) summed at the bottom.","Builds Capex/depreciation roll-forward, existing-facility debt amortization, and capital-lease amortization schedules."
E_normal,c02a0444-8574-487f-a8e2-1579e9668891,1,4514,94,580,true,2026-09-01T10:56:34.698,Approve-shaped on every measured signal.,ivides Equity Value by the target share count from the Comparable Valuation tab.,"ratio analysis, Comparable valuation, comps beta - all tabs entirely and its dependent cells 
"
E_normal,f5133322-4c38-46e9-af41-5f0db8f28335,1,4610,99,781,true,2026-08-31T16:40:29.887,Approve-shaped on every measured signal.,"000, and compute Other Revenue as Total Revenue minus WC Revenue in each period.","WC Revenue Output, OPS Budget and OUTPUT 6 - Facility View is removed and there were no dependents
"
E_normal,34cd305c-21f6-4fec-9dbd-248d663d3dd0,1,4655,79,1278,false,2026-09-01T15:38:52.708,Approve-shaped on every measured signal.,"6/1. Volume from these providers has been adjusted out in adjusted 2025 EBITDA.""","Delete tabs: 7. Cap Tables (New), Cap Tables (OLD), Partner Int. Volume Summary"
E_normal,fd010b55-3828-42ca-b7ea-d9eb29b9dfae,1,4694,68,870,false,2026-09-01T18:16:52.477,Approve-shaped on every measured signal.,he ROE decomposition) with a matching equality check row against the direct ROA.,"Delete tabs: Ratio Analysis, DuPont Analysis, Common Size Statements"
E_normal,2a84446d-f83e-42ac-95a0-9f1b2aa0ec2a,1,4713,159,1282,false,2026-09-01T17:34:30.59,Approve-shaped on every measured signal.,CA ownership %) using the ownership driver already present on the Pro Forma tab.,"Delete tabs: Existing Facility Debt Schedule, Capital Lease Amortization, CapEx & Depreciation
Clear content: Pro Forma!B33:Q43, Inputs & Assumptions!F141:J141"
E_normal,2eac6da2-9e56-44ba-8a41-74e966254a0f,1,4844,76,209,true,2026-09-01T14:47:21.885,Approve-shaped on every measured signal.,".1, 0.2, 0.3, 0.4, with the interior populated by an Excel Data Table operation.","Delete tabs: SCA Cash Flow & IRR
Clear content: Inputs & Assumptions!D80:K99"
E_normal,f30a8ecf-df4e-4f03-8714-f7ae455f7d4a,1,4964,55,1161,false,2026-08-31T17:31:21.739,Approve-shaped on every measured signal.,tization and Excess cash sweep; Net debt is Debt minus Cash across all quarters.,"Clear content: Quarterly!B55:AN93, Quarterly!B161:AN196"
E_normal,186f9114-b319-4a06-991a-b6730fe9e23c,1,4997,210,893,false,2026-08-31T21:50:24.112,Approve-shaped on every measured signal.,est before the E-NCI (E) – Unlevered and Buyer Multiple (Non-Consolidated) rows.,"Delete tabs: Acquirer Cash Flow & IRR, Acquirer Debt Financing Schedul, OUTPUT - Facility View, OUTPUT - Valuation Views
Clear content: Inputs & Assumptions!D32:K99, Inputs & Assumptions!F162, Pro For"
E_normal,db200501-bf69-430b-8d58-2650bdf4dae9,4,5005,111,558,true,2026-08-31T15:15:55.636,Approve-shaped on every measured signal.,"e corresponding Base Year, Year 1, Year 2, and Year 3 line from the projection).","Fair Market Value Analysis, Depreciation Schedule and TTM July 2011 formulae are removed along with references."
E_normal,25f20ed8-ac73-48a4-898f-c5d6ef6a6245,1,5037,89,2860,false,2026-08-31T18:18:45.641,Approve-shaped on every measured signal.,balance into the following year; total row 70 summing Z67:Z69 through AE67:AE69.,"Delete tabs: Pro Forma - Base, D&A & Debt - Base
Clear content: I&A!U65:AE70, I&A!G86:L86"
E_normal,c8d264cf-564c-41bc-81bc-55a8b63dfdad,1,5200,114,193,true,2026-09-01T17:49:32.185,Approve-shaped on every measured signal.,"s of 0.005), driven off the D21/D22 (Terminal Growth Rate and WACC) input cells.","Delete tabs: DCF, WACC, Comps Beta Calculation
Clear content: Master Input Center!C30, Master Input Center!D24:E24"
E_normal,7e397e70-bfa2-4589-9e04-3b8e018c802f,1,5210,149,156,false,2026-09-01T17:31:28.66,Approve-shaped on every measured signal.," 129), and SCA Net Income After SCA Debt Financing = pre-tax after debt – taxes.","Delete tabs: SCA Debt Financing Schedule
Clear content: Inputs & Assumptions!F32:M69, Inputs & Assumptions!F162, Pro Forma!B45:Q60, Pro Forma!A62:N71"
E_normal,40242b05-fcaa-4e15-b491-55db2e3fa7b6,1,5264,126,1305,false,2026-09-01T15:02:56.096,Approve-shaped on every measured signal.,"s the monthlies, and annual forecast columns use each year's own NCI% reference.","Delete tabs: CapEx & Depreciation、Existing Facility Debt Schedule、Capital Lease Amortization
Clear content: Pro Forma!B34:AB44"
E_normal,6179c729-416b-4071-80e9-0cc420016a4d,1,5302,112,498,false,2026-09-01T15:55:24.174,Approve-shaped on every measured signal.,tput (later): `6efadcab0921422ab87217fef3540ee6-1788277813021_08.31_63_N-4.xlsx`,"Delete tabs: Partner Base Pro Forma, Partner Base DCF
Clear content: I&A!A171:M213, I&A!A265:M308, I&A!C101:C103"
E_normal,a9e4edde-37ec-4166-a504-269dfdbdf342,1,5312,335,1334,true,2026-08-31T19:01:41.01,Approve-shaped on every measured signal.,tch references throughout Input update from row 85/86 to row 86/87 accordingly).,Removed non hardcoded assumptions on the Valuation Analysis and Sensitivity Analysis tabs; Removed Optimistic Results and Pessimistic Results tabs; Removed Optimistic and Pessimistic Forecast blocks o
E_normal,4fc78b5f-2d41-4d53-a7e3-96c2845e00ae,1,5364,33,291,false,2026-08-31T18:29:28.244,Approve-shaped on every measured signal.,"9, and Total Volume as the sum across just the three named-physician rows (5–7).",Builds the summary valuation tabs
E_normal,8735bfff-0033-409a-acf4-45a6181fe67a,1,5390,192,323,true,2026-08-31T18:27:06.904,Approve-shaped on every measured signal.,"s 1–5, plus a footnote block noting the CAGR treatment for the pro forma period.","Added two tabs - CapEx & Depreciation, Pro Forma – Acquistions, and added the sections of Acquisition assumptions, Terminal Value Assumptions, sensitivity table on the Inputs & Assumptions tab"
E_normal,0e213187-02ef-4583-82fe-c76aa908191c,1,5439,199,54044,false,2026-08-31T15:02:50.877,Approve-shaped on every measured signal.,olumns to produce the final after-tax retirement cash flow per person per month.,"Delete tabs: Salary_01, Salary_02, 401k_01, 401k_02, IRA_01, IRA_02, Roth_01, Roth_02, Invest_01, Invest_02, SocialSec_01, SocialSec_02, Pension_01, Pension_02, Retirement_Dist_01, Retirement_Dist_02"
E_normal,85395a85-46e5-4b11-84c8-6ca4c9834d8d,1,5460,332,418,false,2026-08-31T22:54:10.829,Approve-shaped on every measured signal.,date and OM Status) as header‑only placeholders with no value formulas in row 2.,"Removed Ending EBITDA, EBITDA Change, and Check columns on the 8. EBITDA Bridge tab; removed non hardcoded formulas on the Base EBITDA, Decrease, and Increase columns on the 8. EBITDA Bridge tab; remo"
E_normal,0535b002-6450-4613-910c-e40c32b5acdd,1,5509,118,45045,true,2026-08-31T15:02:22.092,Approve-shaped on every measured signal.,"nces, both Roth balances, both IRA balances, and both other-investment balances.","Delete tabs: RollUp, Net_Income, Accumulated_Debt, Net_Worth, College, Expenses, Childcare, Mortgage, Loan_01, Loan_02"
E_normal,117d95e7-3009-4f4d-b98b-1cbf70b752e4,1,5513,125,320,false,2026-08-31T22:52:35.619,Approve-shaped on every measured signal.,"om the Pipeline Extract tab, and IYC (IOI) and FYC (IOI) from the Valuation tab.","Removed 6. Strategic Partner Appendix, Key Metrics Box, and Pro Forma Output tabs; removed formulas on the 4. Assumptions tab"
E_normal,fc46c1c0-4441-49a1-a1cf-aca50dd60c10,1,5581,149,2073,false,2026-08-31T16:43:52.086,Approve-shaped on every measured signal.,and annual principal totals from `Acquirer Debt Financing Schedul` as negatives.,"Acquirer Debt Financing Schedule, Capital Lease Amortization, Existing Facility Debt Schedule, Capex & Depreciation is removed along with dependents
"
E_normal,9060244e-a67d-4e4c-addd-aa8192912d7f,1,5614,90,477,false,2026-08-31T16:46:19.2,Approve-shaped on every measured signal.,1.6; Physician001 Y ORTHO 17 / 202 / 2011.9; Physician003 Y GEN 34 / 859 / 1750.,"Monthly Volume Summary, PP Revenue Changes, Facility NPR is removed along with dependents
"
E_normal,f3244a01-4e38-47df-aef9-bb807df375c1,1,5661,151,248,true,2026-08-31T19:09:20.037,Approve-shaped on every measured signal.,se are the values consumed by the Summary Returns block on Inputs & Assumptions.,"Delete tabs: SCA Debt Financing Schedule, SCA Cash Flow & IRR
Clear Content: Pro Forma!A62:Q71, Inputs & Assumptions!F74:K88, Inputs & Assumptions!F162"
E_normal,3efe8d0d-6cdd-4568-91a5-c4551faaa067,1,5723,131,410,false,2026-09-01T18:05:09.005,Approve-shaped on every measured signal.,"0, 0, 0.1) and the same Confidence / VAR / Stock Price / VAR (INR) column logic.","Delete tabs: Intrinsic Growth, Altman's Z Score, VAR
Clear content: Daily Adjusted closings!AJ4:AJ7658, Master Input Center!G32:J32"
E_normal,d30ebc47-41f2-4bb5-9baf-b85d50c5b2dd,1,5730,65,2288,false,2026-09-01T10:24:06.73,Approve-shaped on every measured signal.,w picks up the newly-populated row-376 contribution driven by Enterprises OLEOP.,"enterprises oleop, summary - entire tab and its dependent cells 
"
E_normal,efeb10eb-4ebf-45aa-908d-20b66499047d,1,5760,49,5347,false,2026-09-01T14:53:28.889,Approve-shaped on every measured signal.,ls directly to the corresponding IRR output cells on the DCF & IRR Analysis tab.,"Cleared DCF & IRR Analysis, Inputs & Assumptions."
E_normal,c03d377d-ff0c-4ede-bb05-58ab70cef912,1,5883,169,416,false,2026-08-31T20:31:16.081,Approve-shaped on every measured signal.,"d 0.2, and pull the deal multiple from Inputs & Assumptions into the header row.","Delete tabs: OUTPUT 1 - Investment Dashboard, OUTPUT 2 - AVP Summary, OUTPUT 3 - Valuation, OUTPUT 4 - Operating Results, OUTPUT 5 - Cash Flows, OUTPUT 6 - Facility View"
E_normal,c8122ae2-572f-4c4c-896b-92a0c59ab6e5,1,5904,117,1668,false,2026-08-31T19:26:16.49,Approve-shaped on every measured signal.,lumns showing the implied historical ratio); and SCA Tax Rate Applied (row 137).,"Delete tabs: Pro Forma, CapEx & Depreciation, Existing Facility Debt Schedule
Clear content: Inputs & Assumptions, IS"
E_normal,07fb55f1-ee8f-4ffe-be3a-c2dfd9722667,1,5910,54,3186,false,2026-09-01T15:36:28.648,Approve-shaped on every measured signal.,"f the four historical years, then AVERAGE those four ratios in the final column.","Two tabs added - G-High Level Summary, G – Monthly P&L"
E_normal,392cbf0f-07f5-4eac-b591-5bbdfbd85748,1,5978,169,3340,false,2026-09-01T13:01:56.082,Approve-shaped on every measured signal.,"(row 188 > 0, row 186 × $L$15, 0). No new hardcodes required for this extension.","Clear content: 'INT - Val & Returns'!C114:OS260, 'INT - Val & Returns'!K2, Amortization!M172:V172, Amortization!M185:V186, Amortization!M188:V188, Amortization!M192:V192"
E_normal,1d7aca1e-1710-4589-9f9c-f366585ddcdf,1,5983,73,486,false,2026-08-31T22:58:50.699,Approve-shaped on every measured signal., 1 (indexing off the first forecast year rather than the first historical year).,Removed Financial Summary section on the 2. Financial & Valuation Sum tab
E_normal,ea65206a-730f-457c-91e4-242be3e33b4d,1,6043,223,984,false,2026-08-31T15:58:18.31,Approve-shaped on every measured signal.,"orresponding Year 1 month per-day × (1 + Year 2 growth), and AJ32 = AJ27 ÷ AJ20.","This transition builds the demand engine that everything downstream stands on — converting historical case volumes and working-day seasonality into a monthly volume forecast, then into Year-1 revenue "
E_normal,7b9f45df-a40a-42a3-afbd-d9992d212e8a,1,6045,164,1274,false,2026-09-01T01:54:33.849,Approve-shaped on every measured signal.,"ios, and pod/subtotal SUM formulas — with no new hardcodes required on this tab.","Delete tabs: Base | COH ASC P&L, Base | COH Ancillary P&L, Base | COH MRI P&L, Base | COH DME P&L, Base | COH PT Base, Base | COH PT Consolid. P&L, Base | COH vSign"
E_normal,c711c7e1-2fdf-4a32-a2f9-2d218ea18939,1,6077,32,206,false,2026-08-31T17:41:54.507,Approve-shaped on every measured signal.,nges in equity value; EV FIRU = D21; final delta = FIRU − FIR (1173.7 hardcode).,Clear content: Model!B866:BL1032
E_normal,6e35100e-bff4-4eb1-a5a8-5237d1d6e695,1,6127,68,347,false,2026-09-01T15:21:19.049,Approve-shaped on every measured signal.," equal the prior year's value (carrying forward the Year 1 hardcode of 100,000).","Clear content: IS!A6:R50, Inputs & Assumptions
Delete tab: Pro Forma"
E_normal,05940599-09b8-440e-95d9-4e554acc3aa6,1,6170,49,763,true,2026-09-01T20:14:45.381,Approve-shaped on every measured signal.," Material Terms, and three placeholder creditor rows labeled ""na"" with 0 values.","Delete tabs: Summary, Key Reports, Impact, Form C"
E_normal,d1def115-04e5-4845-9c8b-1dd0e1d1b70b,1,6260,137,312,false,2026-08-31T18:28:59.729,Approve-shaped on every measured signal.,e). The Model Version value 2.5 is unchanged; it simply moves down by nine rows.,"Added two tabs - Sponsor Cash Flow & IRR, Lender Cash Flow & IRR, and added the section of Return table on the Inputs & Assumptions tab. "
E_normal,cdd347b0-0823-46ea-9871-f165be09a06e,1,6307,83,356,true,2026-09-01T06:10:38.548,Approve-shaped on every measured signal.,"y IOI and E-NCI`, link two cells to the Incremental IOI row on `Metrics Output`.","10. Physician Cap Table, 8. Key Metrics, Metrics Output and 8. Financial Bridge tab"
E_normal,02b708e2-3b43-4586-b10c-183b77a37107,1,6343,104,582,false,2026-08-31T16:31:50.182,Approve-shaped on every measured signal.,"EBITDA)/year-5 EBITDA. End with a hardcoded ""End"" marker at the base of the tab.","Delete tabs: 7. Financial Bridge, 8. Pre-Post COVID, 2020 Exp, NPR Change
Clear content: Bayline!B4:CL54"
E_normal,e9e97145-24b5-48a3-a07e-6dd14f01245c,1,6356,53,744,true,2026-09-01T06:06:37.492,Approve-shaped on every measured signal.,e PEARSON of BA3:BA43 against B3:B43 to include the MSCI EAFE cross-correlation.,"Pearsons r, and formula driven section on other tabs."
E_normal,fccbf3e9-e773-48e7-a40d-1e9c20fd0016,1,6379,402,2337,true,2026-08-31T22:52:14.45,Approve-shaped on every measured signal.,"d, and compute XIRR on the Net CF against the dates as the invested-capital IRR.","Removed Return on Invested Capital (Earn Out Structure), Enterprise Value and Multiples, and Present Value of Cash Flows Calculation, Check / Upfront Capital Only, and Invested Capital across Periods "
E_normal,3d566beb-4086-4248-862e-782012ec0e06,1,6474,225,645,false,2026-08-31T19:04:38.898,Approve-shaped on every measured signal.,"- ""&Input!$C$11` so the Input tab title mirrors the company name entered in C11.",Removed Worksheet tab; removed Expected Results tab; removed non hardcoded assumption formulas on the Input tab; removed Percent / Monetary calculation column and formulas in the Operating Assumptions
E_normal,7d188dd8-5faf-4ca6-9d49-e998259f65fa,1,6531,202,535,false,2026-08-31T22:31:49.029,Approve-shaped on every measured signal.,come Attributable to Cedarbrook subtotals extended across the projected columns.,"Clear content: Operating!A635:J767, Operating!F139:J149, Operating!F156:J156, Operating!F172:J177, Operating!F214:J215, Operating!F232:J232, Operating!E458:J465, Operating!F474:J474, Operating!E478:J4"
E_normal,8c74f458-c3aa-4bf4-a473-a77f9bb0ab62,1,6557,852,236,false,2026-08-31T22:57:59.187,Approve-shaped on every measured signal.,ician Owner row dividing each column's Equity Purchase by physician-owner count.,"Removed MSO (Managment Company) - Venture Capital Valuation Method, Practice (Professional Corporation) - Venture Capital Valuation Method, Key Metrics, and Capital Outlay Roll Up sections on the Valu"
E_normal,34e65e0e-a8c3-49d3-b33d-5b1cb16a1fae,1,6570,967,526,true,2026-08-31T20:07:01.923,Approve-shaped on every measured signal.,k below the peer transactions for the Implied EV/EBITDA and Implied P/E columns.,Removed non hardcoded assumptions in the Equity Value section of the EVA Model tab; removed non hardcoded assumptions in the Continuing Value (tied to DCF Gordon Growth Terminal Value) sections on the
E_normal,04cb21d3-1a9f-43e9-8aa8-ebc2bd8a5af3,1,6618,173,352,true,2026-08-31T21:43:51.804,Approve-shaped on every measured signal.,d the upstairs presentation block (rows 5–30) that mirrors labels and values up.,"Delete tabs: OUTPUT - Assumptions, OUTPUT - Phase I, OUTPUT - Phase II, OUTPUT - AVP Summary, OUTPUT - External View, OUTPUT - Acquirer Leverage Impa, OUTPUT - PP Statistics"
E_normal,d73b8b79-d867-4f0b-a60d-d2f8e4c2e15d,1,6652,108,1771,false,2026-09-01T10:57:53.142,Approve-shaped on every measured signal.,e price to compute Upside Potential as (Equity value/share ÷ current price − 1).,"dcf valuation, common size statement tab , balance sheet tab entirely and 2026-2035 numbers of cashflow tab
"
E_normal,953ced4a-3aec-409f-85e0-4eff1c5175ae,1,6668,83,348,true,2026-09-01T15:19:06.852,Approve-shaped on every measured signal., Provider A and Provider B productivity comp rates are hardcoded at 65 per wRVU.,"Complete the two tabs - Combined Proforma – BASELINE, Combined Proforma - BREAKEVEN"
E_normal,a931e10b-a2ce-4ebd-bc61-4ed0a6c48107,1,6680,87,2413,false,2026-08-31T21:46:19.704,Approve-shaped on every measured signal.,"e Non-Consolidated E-NCI (IF(ISNUMBER(...),...,...)) across all monthly columns.","Delete tabs: OUTPUT - One-Page Model, OUTPUT-Facility & Acquirer Cash, OUTPUT - Monthly"
E_normal,90b86cf2-0aef-4ffe-8f02-f889c2447368,1,6682,77,723,true,2026-09-01T06:07:51.454,Approve-shaped on every measured signal.,"s the high), so the football-field chart pulls the newly built comps valuations.","Profit & Loss, Balance Sheet, Balance Sheet, Quarters, COMPS_VAL and DCf tab."
E_normal,17a8458f-4e1f-42c1-abbc-bf6e8d9f7b17,1,6700,32,5565,true,2026-09-01T13:14:44.217,Approve-shaped on every measured signal.,TION − ACCOUNTS PAYABLE DURATION + ACCOUNTS RECEIVABLE DURATION for each column.,Cleared formulae in the workbook
E_normal,cfd603d7-cfce-4222-b081-03e0f5c0d8b2,1,6796,149,299,true,2026-09-01T17:25:39.566,Approve-shaped on every measured signal., Table populates the grid by substituting the Volume and Rate assumption inputs.,"Delete tabs: SCA Cash Flow & IRR, OUTPUT - Valuation Views, LOI Ownership, LOI Pricing
Clear content: Inputs & Assumptions!D71:K99, Pro Forma!B41:I41"
